Name,study_hours,sleep_hours,focus_level,stress_level,break_time,revision,screen_time,physical_activity,attendance,previous_marks,performance
Pooja Bansal,4.9,6.9,8,3,17,0,7.2,0,92,51,100
Myra Trivedi,5,7.8,4,4,14,1,3.6,0,97,62,100
Palak Kulkarni,6.6,7.9,9,1,27,1,6.6,1,80,60,100
Krishna Das,4.8,7.7,4,3,14,1,4,1,86,48,94
Diya Goyal,9.1,4.3,8,6,15,0,6.7,1,88,88,100
Meera Bose,1,6.6,8,8,14,0,1.7,1,74,62,65
Aadhya Pandey,2.5,7.3,2,9,10,1,6.9,1,83,70,69
Nikhil Das,1.7,8.4,8,6,17,1,3,1,80,41,78
Neha Goyal,4.7,5.1,7,4,5,1,4.4,1,85,76,100
Aarav Kumar,4.4,6.7,6,6,14,0,4.8,0,82,86,95
Aarav Pandey,3.3,8.3,6,3,17,1,6.4,0,89,79,94
Nikhil Kulkarni,5,6.3,4,4,16,0,6.5,1,73,71,90
Atharva Mishra,2.4,6,8,5,17,1,2.8,0,83,71,96
Aadhya Bansal,3.6,8.1,9,8,23,1,4.9,1,97,87,100
Diya Bansal,4.6,7.4,7,7,15,0,6.2,1,72,74,93
Saanvi Sharma,6.1,6.9,8,5,15,0,6.2,1,96,62,100
Neha Yadav,2.3,7.9,10,6,9,1,7.3,0,68,61,87
Tanishq Shah,4.9,8,7,9,9,1,7.6,0,88,78,92
Vihaan Kulkarni,6,6.4,6,7,17,1,6.9,0,78,54,82
Manav Bose,4.9,7.5,6,6,14,1,4,0,62,70,98
Anaya Goyal,3,7.4,7,2,22,1,1,0,69,79,99
Vivaan Singh,2.1,5.9,9,3,21,1,4.6,1,91,79,99
Karan Sharma,9.2,7,6,4,13,1,1.1,0,83,83,100
Ishaan Jain,4.9,6.4,8,5,26,1,4.7,1,96,76,100
Shaurya Iyer,3.7,6.6,8,5,22,1,3.6,0,95,94,100
Kavya Kumar,5.2,5.1,7,7,10,0,4.3,1,89,81,98
Arjun Bose,3.3,6.3,7,1,14,1,5,0,86,64,96
Rudra Verma,4.9,8.3,3,3,25,1,2.4,1,95,63,100
Tanvi Jain,5.4,6.4,6,6,17,1,6.7,0,82,80,100
Ankit Kumar,4,7.4,7,5,14,1,1,0,86,67,100
Palak Mishra,4.5,7.6,3,5,16,1,9.8,1,69,85,88
Vivaan Mishra,4.4,8.3,9,5,19,1,5.6,1,97,52,100
Aadhya Chatterjee,3.5,7.7,5,2,5,1,5.4,1,87,85,96
Rohit Chatterjee,0,6.7,7,4,10,1,4.8,1,83,66,80
Ira Iyer,3.5,5.8,9,7,14,1,3.8,0,99,96,100
Krishna Kumar,5.6,7.3,9,4,17,1,4,0,91,53,100
Varun Jain,6.9,6.5,6,6,13,1,4.8,0,92,73,100
Sneha Goyal,3.5,8,7,4,5,1,7.8,1,88,64,96
Varun Roy,7.3,5.7,7,1,14,1,3.2,1,100,78,100
Vihaan Kulkarni,4,6.5,10,5,9,1,2.3,0,92,50,100
Harsh Singh,6.3,8.2,10,3,19,0,3.4,0,72,87,100
Riya Desai,7.8,7.1,9,3,12,1,5,0,71,72,100
Sai Joshi,1.8,6.6,7,6,12,1,7.5,0,62,78,77
Harsh Singh,2.6,7,8,5,12,1,4.3,1,80,100,100
Rahul Banerjee,5,6.4,6,6,10,1,2.7,1,74,70,99
Neha Reddy,3,5.8,5,5,19,1,9.1,1,84,95,97
Vihaan Nair,3.9,5.3,9,2,20,1,3.2,1,90,94,100
Vivaan Agarwal,7.3,6.8,8,6,19,1,5.9,0,83,70,100
Kabir Goyal,4.8,7.2,5,8,9,0,2.7,1,88,41,83
Atharva Roy,3.8,7.3,6,8,23,1,6.4,1,89,60,89
Manav Bose,6.7,8.6,8,6,18,1,6.4,1,86,72,100
Sakshi Sharma,9.6,6.7,6,2,22,1,9.4,0,88,74,100
Shaurya Shah,4.7,7.2,8,6,19,1,5,1,79,67,96
Meera Das,5.3,4.8,7,5,9,0,4.3,1,80,65,98
Shaurya Bansal,6.4,6.4,6,4,16,1,5.5,0,83,61,100
Krishna Jain,4.8,6.7,9,7,17,0,3.8,0,79,63,100
Arjun Trivedi,5.4,8,8,6,23,1,4.5,0,80,79,100
Pooja Verma,4.2,7.3,6,6,12,1,6.1,1,75,67,78
Tanishq Roy,6.9,7,9,7,13,1,4.7,0,77,50,95
Yash Reddy,4.1,6.3,7,4,16,0,7.2,1,72,82,92
Diya Bose,6,6.7,9,4,9,0,5.5,1,79,71,100
Vihaan Singh,3.8,6.7,7,3,16,0,3.2,0,97,89,100
Rahul Verma,3.1,7.3,8,6,19,1,5.9,0,75,62,83
Rudra Kulkarni,2.1,8.2,6,4,21,1,4,1,79,66,90
Dhruv Agarwal,4.5,5.8,3,1,19,1,5.7,0,84,74,97
Anika Tiwari,6.4,7.3,7,8,14,1,6.8,1,88,70,100
Diya Goyal,2,7.6,8,5,10,1,3,0,74,64,86
Vivaan Mishra,3,6.6,6,6,13,0,6.3,0,95,65,90
Pooja Nair,8.2,6.4,9,3,24,0,6.4,0,89,71,100
Rohit Banerjee,4.1,7.4,5,4,14,1,6.7,1,85,51,87
Meera Trivedi,5.2,6.7,8,6,12,0,7.3,1,80,59,92
Ishaan Desai,2.7,8.7,8,6,18,1,4.5,0,94,65,93
Reyansh Kumar,5.7,5.3,10,4,13,1,3.8,0,81,77,100
Rohit Das,1.7,6.6,6,6,16,0,1.4,1,72,62,77
Saanvi Pandey,4.4,6.8,6,7,12,1,4.3,0,100,82,100
Ishaan Pandey,4.2,7.3,7,2,10,0,6.1,0,96,89,100
Sai Yadav,5.3,8.6,7,5,11,1,2.1,1,92,72,100
Ira Goyal,2.2,7.8,4,4,20,0,7.5,0,75,57,71
Shaurya Iyer,2.3,6.9,7,2,14,0,6.5,0,90,79,88
Ishaan Yadav,6.3,6.8,7,5,12,1,5.1,0,80,34,93
Dhruv Chatterjee,6.8,6.8,9,4,19,0,7.4,0,83,67,100
Harsh Chatterjee,4.6,7.8,7,2,13,0,7.4,1,90,95,100
Yash Kumar,8,5.2,7,5,16,1,2,0,75,50,100
Tanishq Roy,6,7.5,7,6,13,1,1,1,96,33,100
Myra Agarwal,2.3,7.5,7,4,17,1,5.2,0,93,70,90
Harsh Jain,2.6,7.9,8,4,17,1,8.5,0,99,85,99
Diya Roy,3.9,7,7,4,14,1,5.5,1,89,97,100
Pooja Sharma,7.6,4.5,9,7,18,0,4.8,1,79,67,100
Sneha Jain,6.6,7.9,8,4,18,1,5.7,1,79,72,100
Ishita Jain,5.3,6.2,7,6,16,0,4.3,1,70,82,98
Varun Joshi,2.9,6.8,6,7,21,1,7.4,1,77,97,89
Ishaan Banerjee,0.3,8.4,8,2,17,1,4.4,0,81,73,91
Aman Verma,4.9,6,4,3,13,0,3.5,1,85,56,97
Kabir Sharma,6.4,6.4,7,5,22,1,3.4,1,71,53,100
Tanvi Chauhan,4.9,6,9,2,22,1,5,0,77,88,100
Diya Roy,7.8,7.2,6,5,11,0,1,0,88,61,100
Vivaan Desai,5.1,6.9,7,5,19,1,7.3,0,90,43,88
Karan Reddy,2.4,7.4,7,7,10,1,4.6,0,92,87,91
Meera Mishra,6.2,9.8,7,6,9,1,5.6,1,86,82,97
Myra Trivedi,3.8,6.1,7,4,22,1,4.9,1,66,87,94
Atharva Bose,1.7,7.4,5,6,18,0,6.7,0,84,88,76
Rudra Agarwal,5.4,7.7,9,8,15,0,4.2,1,96,84,100
Kavya Banerjee,4.1,7.5,7,7,25,1,4.5,0,87,72,100
Reyansh Bose,4.6,7.3,5,3,17,1,3,0,83,67,93
Anaya Desai,4.4,7.3,7,4,6,1,2.7,1,78,96,100
Aman Roy,5.2,8.1,6,6,12,1,5,0,57,89,98
Karan Trivedi,7,6.3,6,5,13,1,5.8,1,78,87,100
Neha Chatterjee,4,6.6,7,6,10,1,1,0,78,63,99
Kavya Goyal,7.3,7.7,5,6,22,0,4.6,1,76,78,100
Krishna Patel,4.7,6.9,4,3,11,1,5.1,0,78,58,91
Aman Das,4.5,7.1,7,4,23,1,4.4,1,100,82,100
Nikhil Kulkarni,0,7.5,7,3,9,1,8.5,1,84,80,86
Rudra Roy,3.4,6.4,6,7,13,0,3.3,1,89,79,100
Rohit Yadav,7.6,7.5,5,4,11,1,4.9,1,65,85,100
Priya Goyal,5.3,5.7,6,3,14,1,6.7,1,74,84,100
Nikhil Goyal,2.4,8.3,6,5,13,1,4.6,0,68,84,80
Tanishq Chatterjee,0.2,6.6,8,4,24,0,3.2,1,67,60,80
Anika Joshi,0,6.7,7,4,13,0,3.8,1,91,56,76
Ankit Kumar,3.9,6.2,6,6,23,0,6.6,0,77,84,89
Atharva Kulkarni,2.2,6.9,4,4,14,0,3.7,0,100,72,88
Harsh Pandey,9.1,6.1,8,3,22,1,6,0,99,63,100
Anaya Mehta,4.7,9.3,7,3,9,0,2.2,0,86,67,100
Dhruv Bansal,4.1,6.6,7,6,18,0,4.8,1,69,72,87
Neha Pandey,7.5,8.1,9,3,16,1,5.6,0,84,40,100
Varun Mishra,2.6,7.9,7,6,17,1,5.1,1,57,46,65
Atharva Gupta,4.4,8.1,9,4,13,1,5.7,1,94,68,100
Myra Pandey,2.8,7.1,7,6,5,0,8.7,0,100,49,83
Aarav Kulkarni,6.5,5.4,9,7,15,0,7.5,1,79,49,97
Saanvi Sharma,6.4,5.8,7,7,15,0,4.8,1,95,76,100
Palak Singh,2.7,8.2,4,5,15,1,3.3,0,98,40,88
Diya Chauhan,2.8,8.3,6,3,5,1,3.2,0,97,68,93
Sneha Saxena,3.4,9.7,8,4,28,0,7.8,0,76,57,88
Meera Kumar,3,7.1,9,4,15,0,6.4,0,89,79,100
Meera Mehta,7,5.9,6,5,13,0,4.1,1,94,64,100
Anaya Chatterjee,3.8,6.9,5,3,13,1,4.5,1,96,79,100
Krishna Patel,3.9,5.6,7,3,16,0,4.6,1,79,88,100
Aman Verma,7.2,6.5,7,4,16,0,4.6,0,98,71,100
Rudra Singh,0.9,7.6,7,5,11,1,5.8,0,80,76,80
Harsh Agarwal,8.5,5.9,7,7,8,1,6.3,1,87,62,100
Tanvi Chauhan,3.7,6.3,9,5,13,0,1,0,93,64,100
Reyansh Shah,2.9,8.4,6,5,16,1,8.2,0,100,74,93
Aadhya Kumar,5.1,7.3,7,7,20,1,2.9,1,93,78,100
Dhruv Bose,3.4,7.8,9,5,8,0,8.4,0,97,67,99
Vivaan Gupta,2.9,7.1,5,3,27,1,4.5,1,73,39,76
Rohit Tiwari,2.5,7,8,8,13,0,8.2,1,92,62,80
Anika Mehta,2.1,6.6,7,3,16,0,5.2,0,82,59,71
Reyansh Saxena,4.7,5.9,6,3,18,0,3.3,0,93,64,100
Priya Verma,5.2,7.1,10,3,18,1,5.7,1,78,86,100
Dhruv Mehta,4.7,8.1,9,5,13,0,4.6,0,74,53,100
Ira Roy,6.9,6.4,6,3,16,1,4.5,1,85,48,100
Rudra Patel,2.3,6.7,6,6,23,1,6.4,1,74,49,57
Shaurya Desai,3.6,8.5,8,4,18,1,3.6,1,74,74,100
Ishita Kumar,3.3,5.1,6,5,13,1,7.2,1,72,74,82
Pooja Reddy,4.8,6.4,10,7,12,1,3.3,0,90,67,95
Aman Sharma,0.8,6.2,10,2,11,0,7.3,1,94,63,84
Karan Jain,3.5,6.9,6,5,19,1,5.7,0,88,49,84
Shaurya Mehta,3.7,5.9,8,2,17,0,4.5,1,80,50,88
Myra Tiwari,5.9,6.1,8,2,11,1,8.9,0,100,65,100
Myra Mishra,2.4,7.6,7,5,23,1,8.6,0,100,74,86
Pooja Roy,5.7,7.9,7,7,17,1,3.5,0,85,53,100
Ishita Patel,4.4,8.2,10,5,19,1,2.4,0,100,76,100
Yash Gupta,6.2,5.6,6,9,9,1,7,0,100,50,95
Ira Joshi,3.5,5.1,6,8,19,1,5.7,0,96,56,86
Vihaan Kulkarni,3.7,7.1,8,3,26,0,3.8,0,78,56,87
Harsh Saxena,2.5,7,7,4,13,0,4.4,0,83,46,84
Aarav Patel,0.3,6.9,6,4,12,1,8.7,0,63,70,70
Kabir Saxena,4.9,7,8,6,9,1,5.1,0,78,54,93
Aditya Agarwal,5.7,7.8,7,2,19,1,8.4,0,77,55,97
Dhruv Pandey,4.7,4.7,6,7,8,1,6.2,1,79,52,88
Rohit Jain,9.4,7.2,6,2,13,1,4.7,0,87,64,100
Karan Chauhan,2.2,8.9,6,3,24,0,4.8,1,100,74,89
Ishita Chauhan,4.7,8.1,8,3,12,1,2,0,79,75,100
Nikhil Saxena,3.3,7.6,9,4,13,0,6.5,0,73,94,99
Vivaan Das,3.1,6.8,6,6,5,0,2.8,0,77,90,98
Riya Chatterjee,3,6.8,7,3,21,1,4.5,0,93,83,100
Riya Tiwari,5.5,7.1,4,2,18,0,5.1,1,88,45,100
Ishita Reddy,2.4,7.2,6,7,17,0,2.5,0,76,63,92
Karan Verma,2.7,7.6,4,3,20,1,3.9,0,80,55,87
Rudra Pandey,4.3,8.6,7,5,17,1,7.4,1,100,78,100
Rohit Chatterjee,3.4,8.3,5,1,7,1,1.8,0,97,57,100
Manav Desai,6.5,7.5,6,7,10,1,8.2,1,79,30,89
Ishaan Patel,4.6,8,8,5,15,0,3.7,0,90,68,100
Yash Yadav,2.1,5.6,4,7,19,1,6.6,0,71,69,66
Priya Pandey,3.5,6.4,8,5,23,0,3.2,1,69,89,96
Shaurya Joshi,6.5,7.5,5,4,19,0,4.2,0,63,69,98
Kavya Jain,5,5.8,8,4,6,0,4.4,0,77,91,100
Harsh Verma,4.5,7.4,8,7,16,1,4.3,0,66,69,93
Atharva Shah,5.5,6.9,6,7,6,1,4.9,0,100,66,100
Varun Sharma,4.3,5.5,5,3,13,1,4.8,0,84,74,99
Ishaan Banerjee,5.6,5.9,8,6,12,1,3,0,80,57,100
Reyansh Tiwari,4.6,7.4,5,7,19,0,4.7,0,92,75,89
Reyansh Chatterjee,3.4,8,10,2,11,0,4.4,1,70,61,94
Tanishq Singh,2.5,6.8,5,7,19,1,5,1,59,65,62
Myra Sharma,3.5,7,7,1,11,1,8.8,0,77,48,73
Ira Mehta,5,6.6,7,6,17,0,5.8,0,83,73,100
Tanvi Banerjee,5.6,5.5,6,6,14,1,7.4,0,92,54,88
Kavya Mehta,4.4,7.4,5,2,20,1,9.2,0,76,52,87
Arjun Shah,6.1,7,6,3,17,1,7.5,0,78,77,100
Rohit Mishra,3.1,8.3,2,6,12,1,2.9,1,87,77,95
Priya Chatterjee,5.8,7.4,8,6,12,0,4.5,1,71,30,89
Kavya Roy,7.3,7.5,5,6,11,1,4.6,0,79,59,100
Varun Mishra,3.2,6.5,7,5,18,1,6.1,1,81,50,80
Anaya Chauhan,4.1,6.6,8,4,12,1,6.6,1,82,100,98
Vihaan Das,5.1,6.3,5,4,19,1,7.6,1,86,75,84
Rudra Patel,2.8,7,7,4,17,1,3.6,1,96,51,93
Saanvi Nair,5.2,8.2,6,6,18,0,3.6,0,87,67,91
Anika Verma,4.6,8.3,5,4,23,0,5.2,0,86,84,100
Diya Chauhan,1,7.6,4,4,22,1,5.4,1,87,68,88
Sneha Kumar,2.9,6.3,7,6,11,1,4.2,0,83,40,70
Ishaan Reddy,4.6,9.2,7,2,17,1,5.8,0,79,69,100
Vivaan Das,0.3,7.6,6,6,23,0,10.4,1,81,60,68
Meera Gupta,2,6.4,5,3,13,1,6.4,0,96,72,95
Anaya Gupta,3.8,7.1,6,6,11,1,1,1,72,52,91
Manav Nair,7.7,7.9,10,5,22,1,5.3,0,100,75,100
Neha Shah,4.9,6.8,6,5,12,1,6.8,1,87,50,95
Ankit Roy,3.2,7.7,8,4,14,1,7.4,0,84,89,98
Rudra Banerjee,3.5,5.8,8,5,14,1,4.3,1,72,71,86
Varun Singh,5.2,7.4,7,4,18,0,5.6,0,98,68,100
Varun Joshi,5.2,6.6,7,3,22,1,4.6,1,79,65,94
Sai Kulkarni,6.9,6.7,6,6,16,0,3.9,1,88,58,100
Aadhya Tiwari,4.9,6.4,4,7,19,0,1.2,0,93,64,88
Riya Chatterjee,3.1,8.3,6,6,19,0,9.1,1,76,66,73
Aadhya Mishra,9.6,5.3,7,3,11,1,5.6,1,75,71,100
Vivaan Das,3.5,5.4,5,7,12,1,6.3,1,77,70,84
Yash Pandey,6.4,6.5,9,4,5,1,4.3,1,88,66,100
Saanvi Sharma,6.1,7.9,6,4,17,0,5.1,1,91,78,100
Aarav Pandey,3.9,6.9,4,8,27,0,3.1,0,85,51,84
Ishaan Chatterjee,6.9,7.8,8,6,16,0,4.4,0,75,74,100
Kabir Chatterjee,4.9,6.3,10,8,21,0,7.9,0,87,79,89
Nikhil Banerjee,5.8,7.2,8,6,21,1,1.9,1,91,65,100
Varun Kumar,5,8.7,6,6,9,1,2.3,0,94,80,100
Aman Verma,2.9,6.1,6,5,19,1,2.8,1,98,81,100
Karan Nair,3.8,7.3,8,2,11,1,10.3,1,69,66,95
Pooja Roy,5.8,7.9,6,2,11,0,2.5,0,86,50,96
Rahul Das,1.1,7.7,7,4,7,0,1.9,0,72,52,83
Shaurya Banerjee,3.9,8.7,7,3,16,0,5.1,1,83,77,99
Kavya Banerjee,7.4,6.3,8,5,8,0,5.2,1,94,45,100
Nikhil Kulkarni,6.9,6.8,9,7,15,0,5.6,0,93,30,96
Sneha Nair,3.6,6.7,8,2,11,0,5,1,93,50,95
Sneha Jain,2.6,7.5,5,5,26,1,5.2,1,94,39,77
Kabir Banerjee,2.1,7.9,7,7,17,1,2.7,0,77,68,92
Saanvi Mishra,0.3,6.5,5,4,12,1,5.7,1,76,64,71
Palak Bansal,5.8,7.2,6,5,6,1,2.9,1,70,69,100
Vihaan Chauhan,5.6,6.5,7,4,15,0,4,0,88,75,100
Pooja Tiwari,6.2,7.6,6,6,14,0,3.1,1,84,62,96
Manav Singh,7.9,7.4,7,2,19,1,3.9,1,87,49,100
Atharva Iyer,3.9,7.1,7,7,28,1,5.6,0,100,54,90
Dhruv Desai,6.9,9.9,6,5,11,1,1.4,0,85,41,100
Ishaan Chatterjee,4.6,7.5,7,7,14,0,8.4,1,100,54,86
Anaya Chauhan,9.8,6.1,7,6,8,0,3.8,0,100,59,100
Varun Agarwal,6.9,10,6,5,10,1,6,0,84,68,100
Arjun Banerjee,7.1,6.2,5,5,17,0,9.2,1,80,70,99
Myra Tiwari,5.2,8.3,7,8,18,0,4.7,1,93,64,94
Atharva Pandey,4.6,8,6,4,6,1,6.9,0,95,44,80
Ishaan Shah,4.1,6.6,7,7,12,1,7.2,0,97,83,100
Manav Yadav,2.8,7.2,6,1,10,1,2.7,1,72,70,98
Priya Desai,1.7,6.2,7,4,15,0,4.9,0,66,84,82
Kabir Banerjee,2.4,6.2,7,4,17,0,5,0,100,89,93
Dhruv Bansal,2.7,6.7,7,8,10,1,5.2,0,100,65,81
Ishaan Pandey,6.6,6.3,10,4,17,1,3.7,0,77,96,100
Tanvi Sharma,4.7,6.1,9,3,13,0,6.9,0,88,78,100
Rahul Sharma,3.4,8.1,9,8,20,1,6,1,83,84,100
Kabir Reddy,5.4,6.7,7,3,27,0,9.3,1,72,87,100
Ira Das,2.7,8.2,7,5,15,0,2.7,0,85,57,91
Kabir Yadav,6.2,5.3,7,7,7,1,2.5,0,100,78,100
Priya Bansal,1.9,7.2,5,7,5,0,5.5,1,90,57,70
Sneha Jain,7,6.7,7,7,13,1,4.9,0,100,60,100
Rohit Sharma,4.4,7.7,7,5,23,0,2.5,1,85,77,100
Rohit Iyer,1.4,7.3,6,5,21,1,4.9,0,79,61,80
Riya Joshi,2.5,6.8,5,2,15,1,4.6,1,72,69,92
Ishaan Jain,2.8,5.2,8,6,8,1,4.1,1,88,89,98
Neha Roy,6.5,7.4,10,6,13,1,3.8,1,79,60,100
Tanvi Roy,4.1,8.6,6,9,16,1,7.5,1,92,65,84
Myra Goyal,5.2,8.1,8,5,17,0,7.9,1,82,81,100
Ankit Iyer,2,8,7,7,14,0,4,0,75,37,66
Karan Desai,4.4,5.6,7,4,20,1,4.8,0,70,59,87
Sakshi Verma,9.5,8.7,8,6,17,0,6.5,1,86,72,100
Anaya Verma,1.9,7.5,6,7,5,1,1.8,0,88,55,85
Yash Shah,6.8,6.9,9,2,18,0,5.1,1,100,76,100
Rohit Saxena,5.2,7.2,6,8,13,0,5.8,1,81,91,100
Tanishq Trivedi,5.8,8.9,8,5,22,0,3.5,0,65,63,100
Ishaan Trivedi,8.1,7.3,7,6,12,0,5.4,0,100,81,100
Manav Roy,1.7,5.1,6,3,20,0,4.2,1,87,85,89
Sai Mehta,6,5.6,8,6,19,1,3.7,1,68,67,98
Varun Verma,7.7,6,5,8,7,1,3.3,0,75,74,100
Rudra Goyal,3.8,7.9,10,2,9,1,7.5,0,87,66,100
Ishaan Chauhan,6.9,4.7,7,2,10,0,1.2,1,90,80,100
Myra Saxena,5.8,5.9,6,4,21,0,4.8,0,70,55,93
Pooja Kulkarni,6.7,9,8,4,14,0,2.4,0,87,64,100
Ishita Desai,7.2,4.8,10,6,9,1,6.8,0,89,48,100
Rahul Iyer,3.2,8.1,10,2,19,0,8.9,1,76,81,99
Diya Shah,7.4,7.7,10,6,16,0,4.3,0,99,97,100
Sneha Jain,3.6,5.4,9,4,15,0,3.3,1,78,81,100
Ankit Trivedi,4.3,5.8,7,5,24,1,8.3,0,73,98,95
Palak Goyal,4.4,7.9,6,6,19,0,4.6,0,78,63,89
Kavya Iyer,4.6,7.7,9,3,18,0,5.7,0,95,89,100
Manav Agarwal,5.5,5.9,9,5,9,1,4.8,1,87,65,100
Arjun Reddy,7.8,8,7,5,12,1,6.5,0,74,90,100
Reyansh Bose,5.6,6.3,7,3,21,1,3.3,1,88,74,100
Pooja Agarwal,2.2,6.9,7,5,19,0,1,0,93,69,100
Kavya Trivedi,6.3,6.2,7,4,13,1,6.1,0,89,58,100
Aarav Verma,2.1,5.8,7,4,21,0,5.7,1,86,55,89
Riya Agarwal,2.4,7.2,10,6,17,1,4,0,78,61,88
Vihaan Singh,6.4,7.6,4,6,16,1,8,0,89,42,84
Rahul Roy,6.1,7.1,7,5,15,0,8.2,1,75,71,95
Rudra Trivedi,2.2,6.9,8,4,17,0,6.6,0,74,82,87
Harsh Kumar,3.3,7.5,7,6,18,1,8.3,1,86,63,82
Vihaan Sharma,5.4,6.5,10,4,7,0,9,0,98,90,100
Tanvi Mishra,4,6.9,7,7,12,1,2.5,0,87,73,100
Atharva Singh,3.3,6,7,6,14,0,4.9,1,94,76,92
Sakshi Bansal,2.8,5.8,7,7,14,1,3.9,0,61,91,85
Yash Banerjee,1.5,7.8,7,5,24,1,6.5,1,86,53,73
Vihaan Jain,1.1,8.4,5,3,22,1,3,0,77,95,89
Aarav Bansal,4.2,8.2,7,1,14,1,5,1,89,88,100
Sneha Reddy,8.4,6.7,6,5,19,0,5.9,1,84,52,100
Harsh Joshi,3.8,8.3,8,6,16,1,3.9,1,75,66,100
Saanvi Chauhan,7.6,6.7,7,5,15,0,3.9,0,93,78,100
Priya Das,5.5,7.4,7,4,21,1,4.3,0,95,70,100
Tanvi Desai,4.4,5.7,9,9,9,0,5.1,0,77,67,87
Arjun Yadav,4.9,8.9,10,9,13,0,4.1,0,90,42,95
Reyansh Chatterjee,3,6.6,9,6,16,0,5.4,1,83,38,79
Kavya Goyal,5.7,7.5,7,1,17,1,6.8,1,82,95,100
Krishna Jain,5.8,7.1,4,8,21,1,4.9,1,88,80,98
Tanishq Nair,0,8.5,10,5,5,0,4.6,0,86,80,69
Ishita Kumar,4.4,8.5,9,3,21,1,1.9,1,83,74,100
Vihaan Reddy,3.4,6.3,8,7,19,1,5.6,0,82,76,88
Dhruv Patel,7,8.9,8,2,14,1,8,1,81,94,100
Karan Trivedi,2.5,7,8,3,21,1,8.2,1,99,78,99
Atharva Shah,5.9,6.6,6,6,18,0,5.6,1,90,75,100
Varun Shah,6,7.7,8,6,13,1,6.4,0,80,66,100
Nikhil Trivedi,0.3,8.2,7,3,15,1,3.9,1,93,93,89
Riya Joshi,5.3,7.8,7,4,13,0,3.7,1,83,72,100
Aarav Mehta,4.4,6.3,5,6,22,1,4.9,0,77,65,95
Vihaan Kumar,4.7,7.2,6,5,5,1,3.6,0,83,51,96
Nikhil Sharma,7.3,5.7,8,4,18,0,5.8,0,69,96,100
Krishna Das,2.8,6.9,7,2,11,1,6.9,0,100,73,92
Kavya Mishra,10,5.5,3,5,19,0,5,0,83,83,100
Rahul Yadav,5.1,5.4,6,5,18,1,4.9,0,70,66,96
Ankit Yadav,4.2,6.7,5,8,18,0,6.4,0,68,69,78
Nikhil Bansal,4.5,7.2,8,3,16,1,3.5,0,87,65,100
Nikhil Chauhan,3.1,7.1,5,4,21,0,4.9,1,84,78,91
Meera Chatterjee,7.2,7.1,9,8,6,0,6.9,1,99,66,100
Ishita Agarwal,5.2,5.9,7,3,15,1,3.8,1,82,51,96
Vihaan Agarwal,2,6.3,9,1,15,0,6.2,1,90,76,100
Kabir Bansal,2.5,7.1,6,4,14,0,3.2,1,78,78,94
Ankit Gupta,3.6,7.5,9,4,7,1,4.9,0,85,85,100
Kavya Nair,3.7,9,7,3,9,0,4.5,1,100,56,95
Aditya Banerjee,4.5,7.4,9,5,14,1,4.8,1,73,79,100
Yash Kumar,4.2,6.7,8,5,7,1,5.7,0,95,78,99
Sakshi Das,4.5,4,7,1,15,0,4.2,1,74,69,99
Aarav Iyer,6.8,7.5,8,9,15,0,4.2,0,83,76,100
Atharva Bansal,7,6.8,7,3,16,1,3.5,0,87,51,100
Vivaan Iyer,0.1,8.4,5,1,14,0,5.5,1,97,71,81
Arjun Iyer,6.8,5.5,7,3,23,1,3.6,0,79,81,100
Riya Trivedi,3.7,8.5,8,6,20,1,3,1,87,45,92
Kabir Das,1.4,7,4,3,17,1,1,0,83,81,85
Pooja Tiwari,5.1,6.5,8,3,9,1,4,0,100,78,100
Karan Singh,2.4,4.7,7,6,20,0,5,1,75,80,87
Manav Pandey,6.9,6.6,7,3,16,1,7.8,1,76,63,100
Ankit Yadav,8,6.7,6,3,12,0,4.9,0,98,75,100
Ishita Desai,7,6.4,9,5,14,1,5.1,0,79,59,99
Manav Iyer,10,6.5,7,4,5,1,6.6,0,71,96,100
Kabir Gupta,7.2,6.7,6,5,19,1,8.2,0,84,98,100
Reyansh Yadav,7.9,7.8,7,6,13,1,5,0,95,65,100
Arjun Kumar,3.8,6,9,5,18,0,5.1,1,99,52,93
Rohit Mehta,1.3,6.6,9,1,11,1,1.7,1,96,56,94
Krishna Sharma,6.9,7.8,7,6,17,0,5.3,1,63,69,100
Krishna Agarwal,1.7,5.6,4,5,11,1,4.7,0,89,58,74
Reyansh Mehta,7,6.4,7,5,15,1,5.9,0,89,67,100
Myra Trivedi,7.8,7.3,8,3,9,1,5.4,1,85,84,100
Sakshi Sharma,3,7.4,7,7,19,1,4.4,1,85,81,94
Pooja Goyal,5.2,5.6,4,3,16,1,5,1,80,64,100
Nikhil Mishra,5.3,4.1,9,3,22,1,4.1,0,78,74,100
Tanvi Singh,6,8.4,4,6,23,1,5.4,1,91,56,89
Yash Kulkarni,5.6,6.9,7,5,17,1,2.9,0,81,87,100
Vihaan Saxena,2.2,8.5,8,8,6,1,4.7,0,84,66,83
Aman Kulkarni,6.5,6,7,7,11,1,8.7,0,89,83,100
Tanvi Kumar,3.8,6.7,7,6,15,1,1,1,91,32,91
Sakshi Jain,3.6,6.8,8,7,11,1,5.9,1,79,51,84
Arjun Saxena,4.1,6.4,8,5,11,1,5.2,0,94,66,100
Aditya Tiwari,2,7.7,8,8,13,0,7.1,1,84,81,84
Riya Sharma,2.4,5.6,6,6,17,0,5.7,1,85,61,83
Rahul Trivedi,3.7,8.3,10,5,19,0,5.6,1,95,72,100
